기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
21.7,0.0,0.4,54.0,11.9,0.0,0.0,5373,20.7,6,12,2
21.2,0.0,1.2,54.0,11.5,0.0,0.0,4928,20.2,6,12,3
20.7,0.0,2.2,54.0,11.0,0.0,0.0,5574,19.8,6,12,4
20.1,0.0,0.4,60.0,12.0,0.0,0.0,5045,19.2,6,12,5
19.8,0.0,1.1,58.0,11.2,0.0,0.03,4941,19.8,6,12,6
20.5,0.0,1.7,60.0,12.4,0.4,0.44,4255,23.3,6,12,7
21.8,0.0,1.5,53.0,11.7,1.0,1.22,5397,29.8,6,12,8
23.4,0.0,1.3,50.0,12.3,1.0,1.98,4857,37.5,6,12,9
24.6,0.0,2.1,48.0,12.8,1.0,2.67,5029,42.7,6,12,10
26.4,0.0,1.8,47.0,14.1,1.0,3.04,4281,46.8,6,12,11
26.7,0.0,1.9,46.0,14.1,1.0,2.97,3687,46.2,6,12,12
27.7,0.0,1.4,45.0,14.6,1.0,3.0,3553,45.9,6,12,13
28.4,0.0,1.8,43.0,14.6,0.9,2.33,3328,43.7,6,12,14
28.7,0.0,1.7,43.0,14.8,0.8,2.04,2813,43.3,6,12,15
29.0,0.0,1.8,44.0,15.5,0.9,1.73,3528,40.4,6,12,16
28.4,0.0,2.0,44.0,14.9,1.0,1.4,3333,36.7,6,12,17
27.9,0.0,1.8,46.0,15.2,0.5,0.8,3416,32.5,6,12,18
27.1,0.0,1.9,48.0,15.1,0.0,0.25,3309,29.2,6,12,19
26.3,0.0,1.4,51.0,15.3,0.0,0.03,3857,27.1,6,12,20
25.8,0.0,1.5,53.0,15.4,0.0,0.0,3761,26.5,6,12,21
24.1,0.0,1.8,64.0,16.8,0.0,0.0,1974,25.2,6,12,22
23.2,0.0,2.3,70.0,17.4,0.0,0.0,1767,24.8,6,12,23
22.6,0.0,1.5,73.0,17.5,0.0,0.0,1546,24.1,6,13,0
21.7,0.1,1.3,80.0,18.0,0.0,0.0,1235,22.7,6,13,1
21.8,0.0,1.4,70.0,16.0,0.0,0.0,2107,22.0,6,13,2
21.7,0.0,1.2,64.0,14.5,0.0,0.0,3333,21.7,6,13,3
21.5,0.0,0.9,64.0,14.3,0.0,0.0,3374,21.5,6,13,4
21.2,0.0,1.6,64.0,14.1,0.0,0.0,3624,21.5,6,13,5
20.8,0.0,1.1,65.0,13.9,0.0,0.02,3054,21.7,6,13,6
21.2,0.0,2.6,62.0,13.6,0.0,0.38,3268,24.3,6,13,7
21.8,0.0,3.0,60.0,13.6,0.9,1.1,3200,28.6,6,13,8
23.3,0.0,3.1,54.0,13.4,1.0,1.93,3671,36.4,6,13,9
25.3,0.0,1.5,47.0,13.1,1.0,2.14,4109,41.9,6,13,10
26.2,0.0,2.2,43.0,12.6,1.0,2.79,3922,46.0,6,13,11
25.9,0.0,3.5,47.0,13.7,1.0,3.31,4303,46.7,6,13,12
26.1,0.0,4.0,46.0,13.5,0.9,2.96,4517,45.7,6,13,13
26.9,0.0,3.0,43.0,13.2,1.0,3.09,4722,46.1,6,13,14
26.8,0.0,3.8,43.0,13.1,1.0,2.65,4243,43.5,6,13,15
27.8,0.0,2.9,39.0,12.5,1.0,2.6,4804,41.7,6,13,16
27.5,0.0,4.2,34.0,10.2,1.0,2.01,5286,37.3,6,13,17
26.8,0.0,3.7,29.0,7.2,1.0,1.29,4127,32.0,6,13,18
25.2,0.0,4.7,36.0,9.0,0.6,0.54,5095,27.8,6,13,19
23.7,0.0,3.6,41.0,9.6,0.1,0.06,5193,24.9,6,13,20
22.6,0.0,3.1,45.0,10.0,0.0,0.0,5199,23.3,6,13,21
21.7,0.0,3.6,50.0,10.8,0.0,0.0,4928,22.8,6,13,22
21.0,0.0,3.2,52.0,10.7,0.0,0.0,5100,21.7,6,13,23
20.6,0.0,3.9,50.0,9.8,0.0,0.0,5000,22.1,6,14,0
20.1,0.0,4.5,52.0,9.9,0.0,0.0,5054,21.2,6,14,1
19.7,0.0,1.5,55.0,10.3,0.0,0.0,4962,20.3,6,14,2
20.0,0.0,3.5,55.0,10.6,0.0,0.0,4714,20.2,6,14,3
20.0,0.0,3.1,53.0,10.1,0.0,0.0,5000,20.2,6,14,4
20.0,0.0,4.7,53.0,10.1,0.0,0.0,4428,20.2,6,14,5
19.7,0.0,2.2,54.0,10.1,0.0,0.0,5000,20.7,6,14,6
20.2,0.0,3.3,53.0,10.3,0.0,0.25,4712,22.8,6,14,7
20.5,0.0,4.0,53.0,10.5,0.0,0.36,4686,23.2,6,14,8
20.7,0.0,3.5,51.0,10.1,0.0,0.51,5000,24.8,6,14,9
20.2,0.0,4.8,56.0,11.1,0.0,0.53,4647,24.1,6,14,10
21.0,0.0,4.6,55.0,11.6,0.0,0.99,4501,28.3,6,14,11
20.8,0.0,3.4,58.0,12.2,0.0,1.19,4688,28.7,6,14,12
20.3,0.0,4.5,60.0,12.2,0.0,0.53,4418,25.5,6,14,13
18.3,0.8,1.2,75.0,13.7,0.0,0.35,1663,21.2,6,14,14
18.2,0.4,3.9,76.0,13.8,0.0,0.36,2094,21.1,6,14,15
18.5,0.0,2.7,73.0,13.5,0.0,0.56,3518,21.6,6,14,16
17.7,0.1,3.7,78.0,13.8,0.0,0.38,3642,20.6,6,14,17
17.7,0.0,2.8,76.0,13.4,0.0,0.2,3657,19.5,6,14,18
17.4,0.0,3.3,76.0,13.1,0.0,0.09,2222,19.0,6,14,19
17.2,0.1,3.9,78.0,13.3,0.0,0.0,2659,18.5,6,14,20
17.2,0.0,3.1,78.0,13.3,0.0,0.0,2781,18.2,6,14,21
17.2,0.0,3.0,77.0,13.1,0.0,0.0,2781,18.0,6,14,22
17.0,0.0,2.3,76.0,12.7,0.0,0.0,2387,17.7,6,14,23
16.3,0.5,1.7,84.0,13.5,0.0,0.0,1468,17.8,6,15,0
16.2,0.1,2.0,83.0,13.3,0.0,0.0,1684,17.7,6,15,1
15.8,0.6,1.4,82.0,12.7,0.0,0.0,723,17.5,6,15,2
15.1,0.9,1.6,87.0,12.9,0.0,0.0,244,17.7,6,15,3
15.0,2.9,2.8,89.0,13.1,0.0,0.0,597,17.2,6,15,4
15.0,3.4,1.9,91.0,13.5,0.0,0.0,303,17.2,6,15,5
14.8,0.4,1.2,92.0,13.5,0.0,0.0,284,17.5,6,15,6
15.5,0.2,1.1,91.0,14.0,0.0,0.01,1320,18.1,6,15,7
16.2,0.0,0.4,90.0,14.5,0.0,0.26,2112,19.6,6,15,8
16.3,0.5,0.9,87.0,14.1,0.0,0.25,1632,19.5,6,15,9
16.7,2.4,0.4,90.0,15.0,0.0,0.17,1476,19.7,6,15,10
18.4,0.2,1.1,87.0,16.1,0.0,1.13,4196,24.1,6,15,11
20.0,0.0,1.1,80.0,16.4,0.1,1.89,3893,26.1,6,15,12
20.7,0.0,1.8,78.0,16.7,0.2,1.42,2495,25.6,6,15,13
22.4,0.0,1.7,73.0,17.3,0.4,1.75,2223,29.3,6,15,14
23.8,0.0,1.9,67.0,17.2,0.7,2.31,1400,28.7,6,15,15
25.7,0.0,2.5,59.0,17.0,0.8,1.9,3202,29.4,6,15,16
25.8,0.0,3.3,52.0,15.1,1.0,2.26,2919,27.6,6,15,17
24.3,0.0,3.1,60.0,16.0,0.8,0.97,1100,24.5,6,15,18
23.0,0.0,3.4,66.0,16.2,0.2,0.45,1200,22.7,6,15,19
21.8,0.0,2.1,70.0,16.0,0.0,0.04,1100,21.1,6,15,20
21.5,0.0,1.5,70.0,15.7,0.0,0.0,1482,20.7,6,15,21
21.0,0.0,1.3,74.0,16.1,0.0,0.0,1249,19.8,6,15,22
20.8,0.0,1.6,74.0,15.9,0.0,0.0,1181,20.0,6,15,23
20.6,0.0,1.3,74.0,15.7,0.0,0.0,910,19.8,6,16,0
20.6,0.0,1.3,76.0,16.2,0.0,0.0,662,20.0,6,16,1
20.3,0.0,1.8,75.0,15.7,0.0,0.0,481,19.7,6,16,2
19.8,0.0,2.3,78.0,15.8,0.0,0.0,349,19.7,6,16,3
19.3,0.0,1.5,76.0,14.9,0.0,0.0,800,19.2,6,16,4
19.0,0.0,1.5,78.0,15.0,0.0,0.0,1471,19.0,6,16,5
18.8,0.0,1.6,77.0,14.6,0.0,0.0,3133,19.1,6,16,6
19.1,0.0,1.9,73.0,14.1,0.1,0.28,3500,20.0,6,16,7
19.2,0.0,2.2,71.0,13.8,0.0,0.52,5500,21.1,6,16,8
19.7,0.0,1.9,69.0,13.8,0.0,0.57,2444,21.3,6,16,9
20.4,0.0,1.6,64.0,13.3,0.3,1.08,4434,25.9,6,16,10
22.6,0.0,1.9,55.0,13.0,0.8,2.7,3123,30.2,6,16,11
22.8,0.0,1.8,53.0,12.7,0.3,2.08,2156,27.8,6,16,12
24.3,0.0,2.7,48.0,12.5,0.6,2.7,3587,32.2,6,16,13
25.0,0.0,1.9,48.0,13.2,0.6,2.3,2752,34.0,6,16,14
25.0,0.0,1.6,49.0,13.5,0.8,2.05,4284,32.1,6,16,15
26.0,0.0,1.4,46.0,13.4,0.9,2.06,4659,32.7,6,16,16
26.0,0.0,1.8,44.0,12.7,0.9,1.68,4998,31.2,6,16,17
25.8,0.0,1.4,46.0,13.2,1.0,1.39,4791,27.7,6,16,18
25.2,0.0,0.6,47.0,13.0,1.0,0.63,3857,24.6,6,16,19
24.5,0.0,0.6,50.0,13.3,0.0,0.05,2990,22.6,6,16,20
23.6,0.0,0.5,57.0,14.5,0.0,0.0,2049,21.3,6,16,21
22.8,0.0,0.5,60.0,14.6,0.0,0.0,2680,20.6,6,16,22
21.8,0.0,0.5,65.0,14.9,0.0,0.0,3448,20.0,6,16,23
20.6,0.0,0.7,70.0,14.9,0.0,0.0,2671,19.3,6,17,0
20.1,0.0,0.7,75.0,15.5,0.0,0.0,2052,18.8,6,17,1
19.3,0.0,0.4,76.0,14.9,0.0,0.0,2781,18.5,6,17,2
18.8,0.0,0.3,80.0,15.2,0.0,0.0,1626,18.7,6,17,3
18.6,0.0,0.5,81.0,15.2,0.0,0.0,749,19.0,6,17,4
18.2,0.0,0.5,83.0,15.2,0.0,0.0,791,18.1,6,17,5
18.7,0.0,0.1,81.0,15.3,0.0,0.01,900,19.5,6,17,6
19.5,0.0,0.6,77.0,15.3,0.2,0.39,1100,21.9,6,17,7
21.2,0.0,0.6,68.0,15.0,0.9,0.93,2178,24.2,6,17,8
22.1,0.0,1.8,70.0,16.3,0.5,1.41,1100,26.9,6,17,9
21.6,0.0,1.8,73.0,16.5,0.0,0.83,951,25.2,6,17,10
20.8,0.0,0.7,82.0,17.6,0.0,0.66,437,25.0,6,17,11
23.0,0.0,1.1,72.0,17.6,0.0,1.48,943,28.9,6,17,12
24.5,0.0,1.0,65.0,17.4,0.0,1.69,1563,31.1,6,17,13
24.8,0.0,1.2,63.0,17.2,0.1,1.46,1367,31.8,6,17,14
26.3,0.0,1.2,61.0,18.1,0.7,2.27,1418,35.5,6,17,15
27.1,0.0,1.4,58.0,18.1,1.0,2.14,1400,35.8,6,17,16
27.5,0.0,1.6,57.0,18.2,1.0,2.01,1697,33.6,6,17,17
27.5,0.0,2.0,59.0,18.7,1.0,1.18,1938,30.0,6,17,18
26.8,0.0,1.2,62.0,18.9,0.7,0.57,1746,27.6,6,17,19
26.2,0.0,1.0,66.0,19.3,0.0,0.03,1245,25.7,6,17,20
25.7,0.0,0.5,66.0,18.8,0.0,0.0,1066,24.9,6,17,21
24.9,0.0,1.2,72.0,19.4,0.0,0.0,1094,24.6,6,17,22
24.2,0.0,1.2,76.0,19.6,0.0,0.0,1596,24.2,6,17,23
23.7,0.0,1.0,77.0,19.4,0.0,0.0,1358,23.8,6,18,0
23.5,0.0,0.6,78.0,19.4,0.0,0.0,1177,23.7,6,18,1
23.3,0.0,0.9,77.0,19.0,0.0,0.0,1441,23.3,6,18,2
23.2,0.0,0.1,77.0,18.9,0.0,0.0,1775,23.2,6,18,3
23.2,0.0,0.2,76.0,18.7,0.0,0.0,1689,23.1,6,18,4
23.0,0.0,0.9,79.0,19.1,0.0,0.0,2007,22.1,6,18,5
22.6,0.0,0.4,81.0,19.1,0.0,0.01,1240,22.1,6,18,6
23.2,0.0,0.5,79.0,19.3,0.0,0.35,1370,24.2,6,18,7
24.1,0.0,1.3,73.0,18.9,0.7,1.02,2054,27.0,6,18,8
25.2,0.0,1.7,65.0,18.1,0.6,1.32,4061,29.2,6,18,9
26.0,0.0,1.4,67.0,19.3,0.1,1.18,2981,31.9,6,18,10
26.3,0.0,1.3,64.0,18.9,0.0,1.5,3608,32.5,6,18,11
27.1,0.0,1.6,60.0,18.6,0.1,1.77,3383,36.0,6,18,12
27.6,0.0,2.8,57.0,18.3,0.5,2.08,3072,35.8,6,18,13
27.1,0.0,2.3,62.0,19.1,0.0,1.09,2658,32.1,6,18,14
26.7,0.0,1.8,62.0,18.8,0.0,0.43,2587,29.1,6,18,15
27.6,0.0,1.5,60.0,19.1,0.4,1.09,2696,32.4,6,18,16
27.7,0.0,1.7,59.0,18.9,0.9,1.48,2830,32.4,6,18,17
28.0,0.0,1.3,59.0,19.2,1.0,1.23,1571,30.8,6,18,18
27.6,0.0,1.8,57.0,18.3,0.5,0.51,1051,27.9,6,18,19
26.6,0.0,1.8,64.0,19.2,0.0,0.07,2000,26.0,6,18,20
24.7,0.0,1.8,70.0,18.8,0.0,0.0,3672,25.1,6,18,21
24.0,0.0,1.8,72.0,18.6,0.0,0.0,4017,24.0,6,18,22
23.2,0.0,0.8,74.0,18.3,0.0,0.0,3983,23.0,6,18,23
23.2,0.0,0.0,74.0,18.3,0.0,0.0,3809,23.0,6,19,0
23.1,0.0,0.7,76.0,18.6,0.0,0.0,4738,23.3,6,19,1
23.1,0.0,0.4,76.0,18.6,0.0,0.0,4285,23.3,6,19,2
22.8,0.0,0.7,77.0,18.5,0.0,0.0,4285,23.2,6,19,3
22.6,0.0,0.6,80.0,18.9,0.0,0.0,3857,22.8,6,19,4
22.5,0.0,0.5,81.0,19.0,0.0,0.0,3678,22.6,6,19,5
22.5,0.0,0.1,80.0,18.8,0.0,0.01,3750,22.6,6,19,6
22.9,0.0,0.2,78.0,18.8,0.0,0.24,3339,24.4,6,19,7
24.0,0.0,1.0,71.0,18.4,0.1,0.76,4220,27.6,6,19,8
24.8,0.0,0.7,67.0,18.2,0.2,1.31,4321,31.1,6,19,9
25.3,0.0,0.9,65.0,18.2,0.1,1.29,3990,31.5,6,19,10
26.3,0.0,1.0,62.0,18.4,0.0,1.29,4024,32.7,6,19,11
26.7,0.0,1.6,63.0,19.0,0.0,1.27,3657,33.2,6,19,12
26.6,0.0,2.1,63.0,18.9,0.0,1.44,3509,34.5,6,19,13
27.1,0.0,1.7,63.0,19.4,0.1,1.37,3487,34.5,6,19,14
27.7,0.0,1.5,62.0,19.7,0.3,1.42,3247,35.2,6,19,15
28.1,0.0,1.3,61.0,19.8,0.6,1.42,2807,35.5,6,19,16
27.9,0.0,1.3,63.0,20.1,0.4,1.18,2891,33.5,6,19,17
27.5,0.0,0.9,64.0,20.0,0.0,0.5,2503,30.6,6,19,18
27.2,0.0,1.3,66.0,20.2,0.0,0.23,2291,28.6,6,19,19
27.0,0.0,1.3,67.0,20.3,0.0,0.02,2346,27.1,6,19,20
26.2,0.0,0.8,70.0,20.2,0.0,0.0,1946,26.2,6,19,21
25.7,0.0,0.7,73.0,20.4,0.0,0.0,2042,25.7,6,19,22
25.2,0.0,1.2,74.0,20.2,0.0,0.0,1373,25.1,6,19,23
24.5,0.0,1.6,78.0,20.4,0.0,0.0,1067,24.3,6,20,0
23.7,0.0,1.4,80.0,20.0,0.0,0.0,1236,24.3,6,20,1
23.6,0.0,0.8,81.0,20.1,0.0,0.0,823,24.2,6,20,2
23.3,0.0,0.2,81.0,19.8,0.0,0.0,675,23.6,6,20,3
23.5,0.0,0.2,81.0,20.0,0.0,0.0,667,23.8,6,20,4
23.2,0.0,0.8,82.0,19.9,0.0,0.0,613,23.5,6,20,5
23.1,0.0,0.5,83.0,20.0,0.0,0.02,613,23.2,6,20,6
23.7,0.0,0.5,81.0,20.2,0.0,0.32,678,25.1,6,20,7
24.4,0.0,1.4,76.0,19.8,0.0,0.4,1416,26.6,6,20,8
25.2,0.0,1.3,70.0,19.3,0.0,0.8,1100,29.2,6,20,9
26.6,0.0,0.6,65.0,19.4,0.3,1.55,2786,35.3,6,20,10
27.4,0.0,1.4,61.0,19.2,0.0,1.48,2571,34.9,6,20,11
29.3,0.0,1.6,57.0,19.8,0.2,2.31,2020,41.6,6,20,12
29.8,0.0,1.8,54.0,19.4,0.6,2.65,1527,43.6,6,20,13
30.1,0.0,1.7,53.0,19.4,1.0,2.9,1858,46.5,6,20,14
31.6,0.0,2.7,49.0,19.5,1.0,3.1,2228,47.9,6,20,15
31.9,0.0,1.6,51.0,20.4,1.0,2.76,1858,45.9,6,20,16
31.4,0.0,2.1,53.0,20.6,1.0,2.0,1902,41.2,6,20,17
31.2,0.0,1.6,54.0,20.7,1.0,1.26,1716,36.0,6,20,18
30.5,0.0,1.2,54.0,20.1,0.7,0.55,1418,31.7,6,20,19
29.1,0.0,0.8,59.0,20.2,0.0,0.07,1048,28.9,6,20,20
27.2,0.0,2.3,67.0,20.5,0.0,0.0,1225,27.2,6,20,21
26.3,0.0,2.1,69.0,20.1,0.0,0.0,1299,26.2,6,20,22
25.7,0.0,1.1,71.0,20.0,0.0,0.0,1124,25.3,6,20,23
24.7,0.0,1.2,73.0,19.5,0.0,0.0,1345,24.6,6,21,0
24.1,0.0,0.9,76.0,19.5,0.0,0.0,1176,24.2,6,21,1
23.8,0.0,0.2,77.0,19.5,0.0,0.0,1045,23.7,6,21,2
23.7,0.0,0.6,77.0,19.4,0.0,0.0,960,23.2,6,21,3
23.2,0.0,0.6,80.0,19.5,0.0,0.0,725,23.0,6,21,4
22.7,0.0,0.2,83.0,19.6,0.0,0.0,530,22.7,6,21,5
22.7,0.0,1.1,84.0,19.8,0.0,0.02,383,23.2,6,21,6
23.5,0.0,0.9,80.0,19.8,0.3,0.44,729,25.7,6,21,7
25.2,0.0,0.8,75.0,20.4,1.0,1.08,427,30.9,6,21,8
26.7,0.0,2.0,69.0,20.5,1.0,1.8,413,37.0,6,21,9
28.5,0.0,1.5,62.0,20.5,1.0,2.46,546,43.2,6,21,10
30.5,0.0,2.1,56.0,20.7,1.0,3.04,776,49.0,6,21,11
32.0,0.0,2.0,49.0,19.9,1.0,3.38,1362,52.1,6,21,12
33.0,0.0,1.2,45.0,19.4,1.0,3.34,1448,53.4,6,21,13
34.1,0.0,2.0,41.0,18.9,1.0,3.39,1751,53.9,6,21,14
34.8,0.0,1.6,39.0,18.7,1.0,2.93,1922,51.5,6,21,15
34.7,0.0,2.0,39.0,18.7,1.0,2.68,1868,48.9,6,21,16
33.6,0.0,2.7,44.0,19.6,1.0,1.88,1378,42.5,6,21,17
33.0,0.0,2.4,47.0,20.1,1.0,1.23,1625,37.4,6,21,18
30.8,0.0,3.1,45.0,17.4,0.8,0.56,2782,32.8,6,21,19
29.1,0.0,2.4,51.0,17.9,0.0,0.07,2968,29.6,6,21,20
27.3,0.0,1.4,56.0,17.7,0.0,0.0,3567,27.7,6,21,21
25.7,0.0,2.1,63.0,18.1,0.0,0.0,5400,26.7,6,21,22
25.0,0.0,0.9,67.0,18.4,0.0,0.0,5258,25.8,6,21,23
24.3,0.0,0.9,71.0,18.6,0.0,0.0,4856,25.1,6,22,0
23.8,0.0,1.0,73.0,18.6,0.0,0.0,4928,24.6,6,22,1
23.7,0.0,1.1,75.0,18.9,0.0,0.0,2827,24.0,6,22,2
22.8,0.0,1.3,81.0,19.3,0.0,0.0,1492,23.7,6,22,3
22.2,0.0,1.7,85.0,19.5,0.0,0.0,1100,23.7,6,22,4
22.5,0.0,1.5,86.0,20.0,0.0,0.0,591,24.5,6,22,5
22.7,0.0,1.2,84.0,19.8,0.0,0.0,518,24.7,6,22,6
22.7,0.0,1.1,84.0,19.8,0.0,0.05,604,25.4,6,22,7
23.5,0.0,0.9,80.0,19.8,0.0,0.28,825,27.2,6,22,8
25.4,0.0,0.7,72.0,19.9,0.4,1.21,1076,35.4,6,22,9
26.6,0.0,1.1,62.0,18.7,1.0,2.34,1433,43.2,6,22,10
28.4,0.0,1.5,57.0,19.0,1.0,2.9,1830,48.3,6,22,11
29.9,0.0,2.2,47.0,17.3,1.0,3.33,2538,52.5,6,22,12
31.2,0.0,1.5,44.0,17.4,1.0,3.46,2695,53.9,6,22,13
32.4,0.0,1.8,43.0,18.2,1.0,3.31,2556,54.3,6,22,14
32.9,0.0,2.1,40.0,17.5,1.0,2.89,2744,51.0,6,22,15
33.6,0.0,2.7,40.0,18.1,1.0,2.6,2674,47.2,6,22,16
34.2,0.0,2.2,39.0,18.2,1.0,1.81,2568,42.4,6,22,17
32.7,0.0,2.5,43.0,18.4,0.6,0.91,2926,36.2,6,22,18
30.5,0.0,2.2,54.0,20.1,0.2,0.41,1335,32.9,6,22,19
28.3,0.0,1.6,62.0,20.3,0.0,0.04,1163,29.7,6,22,20
27.3,0.0,1.5,64.0,19.8,0.0,0.0,1165,27.9,6,22,21
26.7,0.0,1.7,66.0,19.8,0.0,0.0,1108,26.8,6,22,22
25.7,0.0,0.0,71.0,20.0,0.0,0.0,709,26.0,6,22,23
25.5,0.0,0.1,73.0,20.2,0.0,0.0,601,25.3,6,23,0
25.0,0.0,1.0,75.0,20.2,0.0,0.0,590,24.8,6,23,1
24.5,0.0,0.0,77.0,20.1,0.0,0.0,468,24.6,6,23,2
24.1,0.0,0.3,79.0,20.2,0.0,0.0,518,24.3,6,23,3
23.6,0.0,0.6,81.0,20.1,0.0,0.0,393,24.2,6,23,4
23.7,0.0,0.6,81.0,20.2,0.0,0.0,438,23.6,6,23,5
23.7,0.0,0.3,80.0,20.0,0.0,0.05,434,25.3,6,23,6
24.6,0.0,0.4,76.0,20.0,0.1,0.46,593,28.7,6,23,7
26.6,0.0,1.3,70.0,20.6,0.2,0.82,1358,30.9,6,23,8
27.9,0.0,1.8,66.0,20.9,0.2,1.24,1687,34.6,6,23,9
28.8,0.0,2.2,63.0,21.0,0.0,1.28,3081,36.9,6,23,10
30.3,0.0,2.2,60.0,21.6,0.1,1.76,2998,39.4,6,23,11
26.8,2.4,2.7,75.0,21.9,0.2,1.54,719,28.5,6,23,12
25.9,3.2,2.0,84.0,22.9,0.0,0.21,967,28.2,6,23,13
25.5,0.8,1.3,87.0,23.1,0.0,0.15,912,27.5,6,23,14
25.9,0.6,2.8,85.0,23.1,0.0,0.25,2117,27.3,6,23,15
26.2,0.0,2.5,82.0,22.8,0.0,0.18,1234,27.0,6,23,16
26.2,0.0,1.6,86.0,23.6,0.0,0.08,845,26.7,6,23,17
26.5,0.0,2.4,84.0,23.5,0.0,0.04,1020,26.5,6,23,18
26.6,0.0,2.3,81.0,23.0,0.0,0.0,1164,26.0,6,23,19
26.9,0.0,3.5,76.0,22.3,0.0,0.0,1873,25.6,6,23,20
25.0,5.3,1.5,90.0,23.2,0.0,0.0,900,25.3,6,23,21
24.6,5.4,1.0,90.0,22.8,0.0,0.0,386,25.2,6,23,22
24.7,0.5,1.8,91.0,23.1,0.0,0.0,597,25.2,6,23,23
24.7,0.0,2.0,90.0,22.9,0.0,0.0,831,25.2,6,24,0
24.6,0.4,2.2,90.0,22.8,0.0,0.0,1607,25.0,6,24,1
24.3,0.7,1.9,91.0,22.7,0.0,0.0,1100,24.7,6,24,2
24.1,1.2,2.2,89.0,22.1,0.0,0.0,598,24.7,6,24,3
24.0,3.0,2.3,90.0,22.2,0.0,0.0,642,24.6,6,24,4
24.1,0.0,2.3,92.0,22.7,0.0,0.0,2551,24.6,6,24,5
23.8,0.0,2.2,91.0,22.2,0.0,0.0,1976,24.5,6,24,6
23.8,0.0,1.9,89.0,21.8,0.0,0.12,1344,24.7,6,24,7
23.9,0.0,2.5,79.0,20.0,0.1,0.6,3537,25.6,6,24,8
23.1,0.0,1.8,83.0,20.0,0.0,0.37,1112,25.6,6,24,9
24.7,0.0,1.9,74.0,19.7,0.1,0.89,3581,28.6,6,24,10
26.0,0.0,3.1,69.0,19.8,0.7,2.57,5228,31.4,6,24,11
26.7,0.0,2.6,66.0,19.8,0.3,2.35,4500,32.5,6,24,12
27.6,0.0,3.0,62.0,19.6,0.5,2.38,3967,33.6,6,24,13
28.8,0.0,2.5,60.0,20.2,0.8,2.77,4145,35.5,6,24,14
28.5,0.0,3.6,60.0,19.9,1.0,2.85,3350,32.4,6,24,15
28.2,0.0,3.5,59.0,19.4,1.0,2.45,4039,31.3,6,24,16
28.4,0.0,3.8,62.0,20.4,1.0,1.96,3106,30.6,6,24,17
26.5,0.0,3.7,66.0,19.6,1.0,1.15,2727,27.6,6,24,18
26.1,0.0,2.6,68.0,19.7,0.6,0.65,2414,26.4,6,24,19
25.2,0.0,3.0,69.0,19.1,0.1,0.09,2143,24.1,6,24,20
24.3,0.0,2.4,73.0,19.1,0.0,0.0,1750,23.3,6,24,21
24.3,0.0,2.5,76.0,19.7,0.0,0.0,2178,24.0,6,24,22
24.3,0.0,1.2,76.0,19.7,0.0,0.0,881,24.0,6,24,23
23.9,0.0,1.6,79.0,20.0,0.0,0.0,557,23.9,6,25,0
23.3,0.0,1.8,82.0,20.0,0.0,0.0,427,22.7,6,25,1
23.2,0.0,1.3,84.0,20.3,0.0,0.0,377,22.5,6,25,2
23.2,0.0,1.5,83.0,20.1,0.0,0.0,357,22.2,6,25,3
22.7,0.0,1.2,85.0,20.0,0.0,0.0,369,22.3,6,25,4
22.7,0.0,1.0,84.0,19.8,0.0,0.0,356,21.8,6,25,5
23.2,0.0,1.0,82.0,19.9,0.0,0.03,384,22.2,6,25,6
23.9,0.0,1.2,82.0,20.6,0.0,0.33,391,24.1,6,25,7
25.8,0.0,2.2,74.0,20.8,0.5,1.08,551,27.7,6,25,8
27.5,0.0,2.1,68.0,21.0,0.6,1.64,736,30.9,6,25,9
28.2,0.0,1.9,67.0,21.4,0.3,1.57,850,30.0,6,25,10
29.9,0.0,2.5,64.0,22.3,0.2,1.88,1033,34.2,6,25,11
30.3,0.0,2.6,63.0,22.4,0.7,2.94,1197,34.5,6,25,12
32.2,0.0,2.5,53.0,21.4,0.9,3.28,1753,40.3,6,25,13
32.3,0.0,2.2,53.0,21.4,0.8,2.59,1631,39.1,6,25,14
32.9,0.0,3.1,51.0,21.4,0.9,2.53,1952,40.4,6,25,15
32.9,0.0,2.5,53.0,22.0,1.0,2.58,1864,39.0,6,25,16
32.6,0.0,3.2,52.0,21.4,1.0,2.01,2918,36.6,6,25,17
31.6,0.0,2.9,55.0,21.4,0.9,1.27,3851,32.7,6,25,18
30.6,0.0,2.6,59.0,21.6,0.8,0.64,3973,30.1,6,25,19
29.2,0.0,1.7,65.0,21.9,0.0,0.08,2762,28.2,6,25,20
28.3,0.0,1.7,69.0,22.0,0.0,0.0,2568,27.1,6,25,21
28.2,0.0,0.8,72.0,22.6,0.0,0.0,2401,26.6,6,25,22
27.7,0.0,0.9,74.0,22.6,0.0,0.0,2307,26.0,6,25,23
27.2,0.0,1.1,74.0,22.1,0.0,0.0,2291,25.3,6,26,0
26.8,0.0,2.2,71.0,21.0,0.0,0.0,3330,24.7,6,26,1
26.7,0.0,1.9,70.0,20.7,0.0,0.0,4123,25.1,6,26,2
26.3,0.0,2.8,71.0,20.6,0.0,0.0,3453,24.9,6,26,3
26.3,0.0,1.0,72.0,20.8,0.0,0.0,4179,25.2,6,26,4
26.3,0.0,0.6,71.0,20.6,0.0,0.0,4302,25.1,6,26,5
26.1,0.0,1.1,73.0,20.8,0.0,0.01,4303,24.7,6,26,6
